acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,target
0.194,0.65,168000,0.737,5.09E-06,9,0.0949,-5.018,0,0.0402,130.015,0.376,1
0.317,0.379,174375,0.43,0.0725,1,0.0861,-11.445,1,0.0509,99.93,0.0586,1
0.686,0.713,139440,0.29,0.807,7,0.318,-16.365,1,0.0647,124.941,0.121,1
0.682,0.634,243774,0.318,0.0247,6,0.0845,-15.932,0,0.117,129.987,0.151,1
0.000536,0.38,199881,0.994,0.00128,7,0.0956,-4.638,1,0.124,96.325,0.267,1
0.00814,0.699,193372,0.578,3.18E-06,2,0.0662,-7.886,1,0.042,96.001,0.147,1
0.15,0.888,183529,0.511,0.00164,5,0.0935,-7.412,0,0.0649,136.007,0.762,1
0.232,0.802,122044,0.54,0.000165,10,0.113,-8.696,0,0.0377,120.038,0.222,1
0.0595,0.797,124278,0.984,0.000112,6,0.17,-0.636,1,0.312,174.001,0.515,1
0.134,0.552,213677,0.814,0,5,0.111,-4.799,1,0.253,155.095,0.193,1
0.154,0.379,184562,0.797,0,5,0.149,-2.31,0,0.132,79.487,0.579,1
0.0468,0.707,227364,0.835,0,3,0.365,-1.105,0,0.039,99.985,0.306,1
0.373,0.835,258880,0.413,0.00133,1,0.101,-9.81,1,0.396,149.004,0.111,1
0.0379,0.771,284571,0.778,0,11,0.11,-5.695,0,0.249,140.047,0.445,1
0.0131,0.749,196607,0.535,3.65E-05,4,0.0982,-6.785,1,0.0336,123.042,0.601,1
0.158,0.622,180012,0.45,0.0213,0,0.0964,-11.473,0,0.0325,100.014,0.123,1
0.0157,0.665,274480,0.723,3.36E-06,5,0.289,-6.235,0,0.139,154.029,0.321,1
0.544,0.515,209274,0.479,0.00598,3,0.191,-7.458,1,0.0261,88.964,0.284,1
0.176,0.799,208000,0.822,0.00176,7,0.615,-6.883,1,0.128,104.979,0.523,1
0.00791,0.467,185366,0.821,0.000441,7,0.131,-5.466,1,0.0934,122.676,0.232,1
0.177,0.88,157606,0.751,6.43E-05,7,0.106,-4.258,0,0.0874,117.948,0.884,1
0.209,0.723,146431,0.698,0.000795,0,0.0513,-3.155,0,0.287,169.837,0.529,1
0.204,0.864,145714,0.425,0.00058,2,0.0863,-8.634,1,0.0859,87.535,0.407,1
0.335,0.547,213343,0.899,0.376,9,0.157,-5.656,0,0.0307,134.995,0.446,1
0.249,0.938,106527,0.565,0,0,0.0758,-9.192,0,0.0896,130.063,0.358,1
0.0375,0.662,152790,0.77,1.66E-05,11,0.0713,-6.765,0,0.0431,131.91,0.278,1
0.00611,0.717,202264,0.369,0.133,8,0.102,-5.723,1,0.0404,80.527,0.241,1
0.175,0.695,176136,0.766,0,9,0.0752,-7.507,0,0.11,131.918,0.514,1
0.0206,0.716,193920,0.89,0,8,0.235,-5.399,0,0.0375,125.016,0.556,1
0.191,0.443,153600,0.737,1.16E-06,7,0.27,-1.853,0,0.0605,99.646,0.263,1
0.201,0.656,197963,0.89,1.99E-06,5,0.101,-4.981,0,0.187,100.037,0.268,1
0.000436,0.505,275213,0.76,4.18E-05,10,0.139,-6.408,1,0.0414,106.058,0.244,1
0.0229,0.482,222400,0.867,1.30E-05,6,0.0844,-4.745,0,0.185,150.051,0.264,1
0.192,0.589,214975,0.853,0,0,0.0967,-4.225,1,0.0459,99.06,0.431,1
0.374,0.926,213120,0.354,0,10,0.49,-10.773,1,0.511,105.005,0.561,1
0.708,0.717,185520,0.577,0.00428,8,0.0899,-5.436,1,0.0491,104.927,0.235,1
0.0857,0.734,246818,0.715,1.00E-05,4,0.864,-6.437,0,0.338,176.026,0.764,1
0.539,0.759,177172,0.634,0.000228,5,0.183,-6.609,0,0.096,156.02,0.444,1
0.0615,0.575,160347,0.732,0,7,0.399,-5.536,0,0.107,78.489,0.585,1
0.0174,0.807,175500,0.674,6.35E-06,1,0.061,-6.94,1,0.119,94.984,0.788,1
0.0967,0.804,213333,0.406,0.0543,0,0.107,-7.523,0,0.287,123.015,0.57,1
0.00434,0.851,193054,0.657,0,6,0.0751,-7.506,0,0.207,140.001,0.518,1
0.435,0.776,189800,0.353,0,4,0.302,-8.317,0,0.0687,138.035,0.658,1
0.0453,0.861,208330,0.554,0.00475,8,0.101,-7.279,1,0.0914,82.496,0.749,1
0.0838,0.509,258467,0.763,0,1,0.792,-6.648,1,0.0538,125.856,0.0481,1
0.0707,0.678,186408,0.597,4.26E-06,1,0.197,-7.045,1,0.0422,116.979,0.114,1
0.0284,0.795,203022,0.306,0.0807,9,0.103,-11.75,0,0.044,94.028,0.246,1
0.0237,0.875,208182,0.451,0.00423,1,0.103,-5.87,0,0.0819,132.056,0.441,1
0.0103,0.679,189000,0.717,0.000151,0,0.169,-6.262,1,0.033,125.968,0.196,1
0.42,0.663,210000,0.69,0,11,0.11,-4.871,0,0.266,129.832,0.715,1
0.106,0.866,141370,0.407,0.0011,9,0.497,-10.237,1,0.149,145.971,0.305,1
0.0993,0.833,202500,0.627,0,7,0.177,-7.047,0,0.451,128.029,0.4,1
0.147,0.623,187795,0.494,0,4,0.275,-7.521,0,0.0618,115.132,0.26,1
0.0255,0.798,121051,0.827,0.192,2,0.11,-3.817,1,0.0943,115.995,0.142,1
0.136,0.806,149508,0.626,0.00224,10,0.0942,-6.797,1,0.0596,122.025,0.424,1
0.247,0.541,349186,0.432,0.0205,8,0.0423,-7.348,1,0.0698,156.027,0.171,1
0.0795,0.668,234000,0.546,0.000124,5,0.115,-6.788,0,0.101,156.069,0.346,1
0.119,0.648,169027,0.8,0,9,0.358,-6.978,1,0.833,186.297,0.4,1
0.00265,0.742,326427,0.849,0,1,0.366,-4.514,1,0.0871,130.041,0.352,1
0.0475,0.831,168165,0.739,1.60E-06,1,0.26,-6.297,1,0.132,113.067,0.328,1
0.0422,0.764,178217,0.507,1.42E-06,1,0.128,-6.879,1,0.303,205.99,0.356,1
0.0742,0.781,137664,0.673,0.0131,2,0.134,-4.766,1,0.0363,106.989,0.303,1
0.00436,0.549,84558,0.497,0,3,0.0698,-8.645,0,0.22,65.919,0.113,1
0.0505,0.585,193567,0.895,0.00423,11,0.32,-3.663,0,0.136,119.904,0.181,1
0.699,0.741,157855,0.782,2.35E-06,2,0.222,-6.52,0,0.0282,111.005,0.328,1
0.309,0.635,223480,0.562,2.01E-06,10,0.11,-8.92,0,0.168,181.014,0.288,1
0.0921,0.714,180137,0.905,0.00149,4,0.0863,-5.137,0,0.245,118.119,0.362,1
0.0113,0.761,181883,0.883,0.000211,2,0.164,-4.474,1,0.0501,122.039,0.676,1
0.254,0.572,207187,0.572,0,6,0.191,-8.324,1,0.301,94.897,0.61,1
0.123,0.631,198375,0.736,0,0,0.337,-4.391,1,0.136,80.023,0.311,1
0.192,0.855,160000,0.404,5.56E-05,8,0.0796,-9.284,1,0.349,156.037,0.363,1
0.172,0.68,194520,0.559,0,0,0.318,-5.545,1,0.129,202.006,0.137,1
0.0206,0.8,128418,0.505,2.05E-05,0,0.198,-6.54,1,0.115,114.972,0.179,1
0.161,0.665,147305,0.905,0.0669,7,0.907,-5.785,1,0.253,114.938,0.288,1
0.0776,0.625,206472,0.45,0.000217,9,0.117,-9.985,1,0.0311,92.974,0.0362,1
0.00454,0.81,192000,0.735,0.0828,8,0.115,-4.522,1,0.171,119.994,0.134,1
0.541,0.875,248745,0.519,1.09E-05,1,0.109,-3.056,1,0.0663,110.018,0.0568,1
0.123,0.578,354064,0.42,1.66E-05,5,0.196,-12.558,1,0.19,159.853,0.208,1
0.118,0.845,242227,0.832,0.02,11,0.132,-6.315,0,0.068,105.025,0.846,1
0.00316,0.653,209267,0.964,0.00512,9,0.144,-4.261,0,0.0582,126.928,0.87,1
0.304,0.808,175049,0.59,0.107,8,0.0827,-5.725,1,0.327,164.021,0.66,1
0.055,0.561,221818,0.82,0,2,0.0663,-3.649,1,0.0359,131.965,0.387,1
0.513,0.536,322587,0.708,0,6,0.0951,-7.882,1,0.758,78.33,0.09,1
0.0585,0.786,202839,0.675,0,6,0.104,-6.585,0,0.104,155.065,0.548,1
0.037,0.759,190960,0.54,0,9,0.0945,-6.039,0,0.0287,116.947,0.75,1
0.00647,0.869,184840,0.554,7.48E-06,6,0.0662,-5.604,0,0.0494,113.327,0.796,1
0.229,0.658,183602,0.814,0.00676,0,0.216,-4.631,1,0.0558,108.016,0.69,1
0.0281,0.65,145636,0.824,0.00148,0,0.575,-3.969,1,0.104,140.082,0.251,1
0.0438,0.679,237853,0.797,0,2,0.0748,-4.627,1,0.338,117.018,0.609,1
0.00456,0.938,165690,0.579,0.000578,9,0.27,-6.651,0,0.0665,115.987,0.62,1
0.0532,0.721,194909,0.721,0.000322,2,0.11,-4.458,1,0.065,165.067,0.374,1
0.548,0.59,313613,0.596,5.16E-06,5,0.463,-7.932,0,0.037,83.113,0.692,1
0.00286,0.52,235202,0.756,0.00013,8,0.389,-7.164,1,0.0533,149.896,0.362,1
0.205,0.736,295420,0.447,1.05E-06,4,0.3,-10.564,0,0.0889,103.919,0.0664,1
0.278,0.765,153351,0.542,1.87E-05,1,0.609,-6.755,1,0.39,171.945,0.734,1
0.116,0.574,241307,0.823,0,0,0.0898,-4.322,0,0.124,154.053,0.256,1
0.306,0.617,215103,0.423,0,9,0.102,-8.187,1,0.0496,126.798,0.237,1
0.596,0.789,248040,0.786,0,2,0.0997,-4.788,1,0.297,119.957,0.39,1
0.254,0.862,278129,0.71,3.18E-06,2,0.106,-6.378,1,0.287,139.93,0.528,1
0.28,0.762,207638,0.7,1.41E-06,7,0.137,-8.276,1,0.11,88.994,0.733,1
0.638,0.746,261224,0.534,0,11,0.109,-7.835,0,0.0484,130.048,0.368,1
0.0109,0.646,189000,0.687,0.000302,6,0.111,-5.362,0,0.0342,159.934,0.325,1
0.0313,0.837,193411,0.543,0,8,0.106,-7.841,1,0.174,147.991,0.675,1
0.135,0.853,191787,0.556,2.10E-06,9,0.243,-7.537,1,0.443,149.99,0.502,1
0.252,0.899,185694,0.631,0,1,0.0789,-7.906,0,0.363,135.019,0.796,1
0.296,0.731,189804,0.654,3.66E-06,1,0.51,-6.618,0,0.0548,152.916,0.786,1
0.0663,0.877,130121,0.781,0,11,0.211,-4.574,1,0.278,83.025,0.736,1
0.551,0.829,242483,0.551,0.0884,1,0.117,-8.833,1,0.063,109.975,0.296,1
0.0554,0.553,213360,0.486,0.000286,9,0.14,-8.036,0,0.0499,75.013,0.158,1
0.802,0.588,217351,0.189,2.27E-06,6,0.114,-15.317,0,0.0468,127.916,0.554,1
0.195,0.835,186593,0.819,0.000603,1,0.336,-7.625,1,0.0308,119.017,0.914,1
0.017,0.823,230000,0.826,0.00104,9,0.0905,-6.213,0,0.0477,121.003,0.443,1
0.198,0.81,255360,0.69,0,0,0.113,-7.136,1,0.0502,125.019,0.798,1
0.312,0.788,176480,0.427,0,4,0.0876,-8.502,0,0.135,106.002,0.817,1
0.369,0.748,252000,0.495,2.46E-06,9,0.29,-7.533,0,0.0613,90.068,0.372,1
0.0363,0.56,184005,0.774,4.84E-05,1,0.365,-5.114,1,0.431,119.919,0.459,1
0.112,0.73,225750,0.756,7.23E-05,8,0.287,-6.361,1,0.175,159.908,0.224,1
0.0551,0.816,167084,0.683,0,8,0.132,-4.785,0,0.063,125.016,0.331,1
0.698,0.84,154947,0.4,0.00143,5,0.116,-11.807,0,0.0516,124.009,0.381,1
0.0763,0.695,160000,0.628,2.97E-06,6,0.126,-6.999,0,0.0671,164.95,0.334,1
0.0753,0.912,156000,0.487,0.0629,9,0.207,-7.743,1,0.209,120.1,0.147,1
0.0707,0.7,134463,0.63,0.00105,11,0.105,-8.007,1,0.148,150.005,0.378,1
0.169,0.737,224000,0.682,0.000729,8,0.122,-5.924,1,0.104,180.026,0.373,1
0.0389,0.775,184443,0.494,0,8,0.198,-6.839,1,0.259,120.047,0.176,1
0.464,0.504,187227,0.717,7.29E-06,5,0.256,-6.809,1,0.0465,104.659,0.535,1
0.00677,0.812,169812,0.805,0,9,0.0833,-3.83,0,0.243,119.958,0.568,1
0.0105,0.642,182791,0.876,0,2,0.0613,-3.526,1,0.0823,172.002,0.52,1
0.334,0.6,162400,0.768,2.58E-06,3,0.116,-7.284,0,0.0653,118.089,0.402,1
0.231,0.715,156227,0.924,7.13E-05,3,0.109,-4.965,0,0.0531,132.017,0.699,1
0.625,0.466,304882,0.424,0.000233,3,0.0903,-8.929,1,0.0292,111.136,0.0996,1
0.137,0.833,175000,0.918,0.0698,0,0.239,-5.601,1,0.0914,124.993,0.481,1
0.042,0.801,202920,0.815,4.42E-06,11,0.0741,-4.81,1,0.148,90.017,0.37,1
0.068,0.724,150875,0.879,0.834,0,0.357,-6.739,1,0.036,105.019,0.237,1
0.0595,0.889,179760,0.716,0.0409,7,0.168,-6.146,1,0.0708,128.022,0.296,1
0.751,0.501,182161,0.405,0,1,0.105,-5.679,1,0.0319,109.891,0.446,1
0.443,0.688,205687,0.53,0,11,0.0995,-5.507,1,0.0333,106.958,0.162,1
0.0744,0.439,205875,0.931,1.13E-06,11,0.743,-3.478,0,0.288,160.16,0.504,1
0.04,0.843,166485,0.734,0,1,0.143,-5.383,1,0.12,106.976,0.0421,1
0.0121,0.757,181973,0.933,0,7,0.114,-4.886,1,0.184,115.99,0.33,1
0.000622,0.539,273750,0.781,0.000724,1,0.314,-8.1,1,0.377,127.94,0.4,1
0.32,0.687,219264,0.496,0.796,0,0.138,-8.383,0,0.235,124.974,0.0632,1
0.103,0.607,182400,0.55,2.60E-05,0,0.126,-10.581,0,0.0561,100.031,0.227,1
0.186,0.548,272394,0.532,0.000263,5,0.217,-7.596,1,0.0323,85.03,0.405,1
0.00378,0.529,180000,0.743,5.46E-06,1,0.0432,-6.865,1,0.091,112.985,0.616,1
0.536,0.909,212911,0.551,0.000243,6,0.0714,-4.849,0,0.057,122.034,0.576,1
0.129,0.801,193182,0.598,0,0,0.406,-3.112,1,0.0425,131.937,0.331,1
0.374,0.662,215110,0.761,0.0021,0,0.151,-5.675,1,0.16,102.564,0.333,1
0.0243,0.748,250560,0.552,0.0132,8,0.0589,-7.389,0,0.0339,125.041,0.687,1
0.607,0.727,167109,0.561,0,4,0.0846,-6.79,0,0.253,127.985,0.53,1
0.467,0.62,221053,0.753,0,9,0.0782,-6.648,0,0.187,151.93,0.5,1
0.44,0.772,219930,0.812,0,2,0.308,-2.207,0,0.0547,142.016,0.787,1
0.398,0.711,165517,0.641,9.64E-05,2,0.122,-7.161,1,0.272,145.067,0.389,1
0.0294,0.839,157093,0.638,2.04E-06,9,0.105,-5.905,1,0.194,141.044,0.314,1
0.166,0.78,198523,0.644,3.59E-06,5,0.183,-8.093,0,0.331,112.848,0.612,1
0.0311,0.885,195992,0.543,0,2,0.154,-6.338,1,0.2,99.026,0.43,1
0.176,0.737,220293,0.659,0,9,0.134,-5.621,1,0.264,191.965,0.465,1
0.145,0.722,245413,0.764,0,10,0.171,-5.656,0,0.398,139.831,0.796,1
0.101,0.67,217913,0.826,0,11,0.129,-4.913,1,0.381,70.955,0.521,1
0.0192,0.509,282773,0.875,0.000119,6,0.0836,-5.085,0,0.0491,94.871,0.587,1
0.0603,0.82,298164,0.685,1.82E-05,1,0.671,-7.093,1,0.288,91.98,0.462,1
0.0271,0.699,135816,0.576,0,11,0.0916,-9.519,0,0.301,160.109,0.335,1
0.241,0.768,194327,0.522,5.57E-05,9,0.112,-8.081,0,0.0762,110.057,0.435,1
0.492,0.726,231130,0.795,1.95E-06,7,0.113,-6.575,0,0.348,115.034,0.725,1
0.00177,0.685,215907,0.969,0.294,2,0.0385,-4.426,1,0.106,91.992,0.286,1
0.346,0.797,232200,0.72,0,11,0.194,-5.335,0,0.266,99.907,0.525,1
0.24,0.843,388467,0.438,0.684,0,0.3,-10.285,1,0.088,121.009,0.546,1
0.13,0.682,196267,0.653,0.00116,8,0.129,-6.062,1,0.339,188.115,0.428,1
0.28,0.709,228283,0.777,0,8,0.0988,-5.988,0,0.163,139.993,0.48,1
0.608,0.593,176471,0.469,0,0,0.105,-6.474,0,0.214,203.764,0.538,1
0.267,0.718,232427,0.711,0,6,0.377,-5.683,0,0.0409,102.97,0.589,1
0.159,0.887,296941,0.725,0,2,0.333,-6.534,1,0.295,135.95,0.441,1
0.202,0.796,173760,0.467,3.32E-05,11,0.206,-6.293,1,0.34,179.974,0.4,1
0.0111,0.769,197179,0.898,0.000513,0,0.262,-2.813,0,0.0506,140.026,0.381,1
0.00413,0.507,211267,0.644,0,4,0.217,-7.485,1,0.0641,179.913,0.172,1
0.127,0.757,182400,0.832,0,4,0.167,-3.674,0,0.229,180.05,0.53,1
0.000568,0.497,229531,0.701,0.000287,7,0.352,-6.834,1,0.119,76.918,0.18,1
0.164,0.73,221048,0.753,0,5,0.13,-5.284,1,0.0549,119.939,0.287,1
0.0164,0.853,185799,0.725,0,7,0.0916,-5.79,1,0.0625,101.036,0.383,1
0.0539,0.71,182386,0.743,0,10,0.297,-4.877,0,0.0493,140.057,0.629,1
0.114,0.596,222292,0.954,0,10,0.486,-2.366,0,0.113,139.959,0.735,1
0.285,0.736,219506,0.792,8.38E-06,9,0.277,-4.49,0,0.0938,134.046,0.838,1
0.015,0.73,209399,0.887,0,6,0.136,-5.16,1,0.221,108.655,0.551,1
0.000575,0.719,236399,0.64,4.69E-06,6,0.0466,-4.82,0,0.284,78.006,0.804,1
0.11,0.725,177972,0.97,1.34E-05,1,0.364,-3.853,1,0.0589,110.016,0.694,1
0.414,0.742,209679,0.631,0,10,0.0848,-5.317,0,0.0377,108.002,0.306,1
0.324,0.838,174828,0.742,1.27E-05,6,0.0431,-3.471,0,0.0465,118.043,0.676,1
0.109,0.644,213659,0.836,0,9,0.17,-4.84,0,0.268,163.695,0.537,1
0.0454,0.776,208064,0.601,0,9,0.104,-6.032,0,0.0483,109.977,0.29,1
0.738,0.531,97160,0.338,0.296,5,0.111,-12.001,1,0.088,149.893,0.0709,1
0.0919,0.432,229107,0.348,6.09E-05,5,0.117,-8.662,0,0.0468,112.356,0.22,1
0.0123,0.606,202027,0.494,0.00163,8,0.113,-7.924,1,0.038,136.963,0.195,1
0.313,0.81,295653,0.73,0,11,0.105,-5.209,0,0.223,157.003,0.568,1
0.0135,0.496,185633,0.785,0.0158,11,0.107,-5.285,1,0.0471,150.034,0.229,1
0.443,0.867,219733,0.663,0,10,0.117,-5.838,0,0.178,121.978,0.481,1
0.228,0.733,183638,0.67,0,9,0.107,-8.238,1,0.0536,121.99,0.389,1
0.0093,0.375,211877,0.801,0,8,0.215,-2.914,0,0.0858,130.818,0.425,1
0.0441,0.809,226938,0.737,0,1,0.341,-5.186,1,0.108,80.025,0.367,1
0.103,0.592,190733,0.449,0.000138,11,0.0986,-8.948,0,0.0505,127.096,0.278,1
0.0875,0.66,248606,0.409,0.000773,8,0.0972,-8.8,1,0.0332,95.05,0.14,1
0.255,0.817,196190,0.581,0.00595,11,0.1,-6.95,0,0.324,114.958,0.396,1
0.658,0.66,116080,0.338,0.891,1,0.101,-16.442,1,0.0697,147.962,0.0393,1
0.759,0.662,135869,0.462,0,6,0.209,-4.896,0,0.0542,144.796,0.417,1
0.0418,0.808,233328,0.744,0.00025,11,0.0919,-7.074,1,0.22,139.938,0.308,1
0.0863,0.67,188875,0.784,2.01E-05,5,0.129,-4.415,1,0.0366,157.966,0.636,1
0.22,0.741,156512,0.556,0,7,0.0981,-6.647,0,0.0947,140.056,0.616,1
0.0235,0.736,192779,0.622,0,6,0.151,-4.653,0,0.133,191.971,0.506,1
0.0981,0.701,224537,0.715,0.823,1,0.106,-6.298,1,0.0387,102.994,0.56,1
0.00345,0.722,187651,0.887,1.47E-06,2,0.298,-3.604,1,0.0345,93.088,0.456,1
0.22,0.834,193440,0.777,0.00609,5,0.335,-4.538,0,0.0593,129.984,0.865,1
0.00339,0.763,180000,0.762,0.607,7,0.167,-7.379,1,0.0573,107.039,0.486,1
0.357,0.787,184848,0.734,0.00101,0,0.0625,-6.464,1,0.0701,98.989,0.634,1
0.00502,0.844,185000,0.617,0,11,0.0558,-12.748,0,0.116,107.999,0.159,1
0.784,0.846,155471,0.693,0.000417,9,0.339,-8.041,1,0.217,97.94,0.456,1
0.0187,0.766,140463,0.618,0.000115,11,0.181,-8.552,0,0.124,95.054,0.513,1
0.16,0.884,315347,0.492,0,1,0.359,-5.343,0,0.112,130.072,0.11,1
0.0527,0.552,221793,0.88,0,11,0.0756,-5.599,0,0.476,144.935,0.376,1
0.08,0.683,196555,0.472,0.00188,10,0.324,-9.34,0,0.0472,110.047,0.393,1
0.00324,0.692,217200,0.916,0.0027,9,0.0853,-3.005,1,0.0569,100.004,0.0861,1
0.00597,0.888,158757,0.586,0.0365,0,0.153,-6.745,1,0.0604,150.051,0.401,1
0.0611,0.73,162476,0.932,0.0451,8,0.327,-3.534,1,0.0476,124.035,0.868,1
0.0639,0.765,191493,0.622,0,5,0.207,-5.292,0,0.101,140.077,0.679,1
0.74,0.905,193143,0.389,0.162,8,0.106,-14.505,1,0.332,120.046,0.196,1
0.000168,0.572,180867,0.987,1.07E-05,4,0.519,-4.141,1,0.0816,107.966,0.39,1
0.0074,0.762,215061,0.533,0.00173,1,0.186,-9.154,1,0.0677,114.971,0.416,1
0.0481,0.856,174720,0.485,0,5,0.108,-5.519,0,0.0597,136.005,0.0929,1
0.00926,0.481,199959,0.944,0.000328,8,0.278,-3.665,1,0.231,165.02,0.396,1
0.149,0.88,172800,0.428,5.07E-05,9,0.114,-8.28,1,0.206,100.007,0.333,1
0.00401,0.608,191775,0.787,1.28E-06,1,0.22,-5.08,1,0.0548,77.229,0.533,1
0.0113,0.879,175668,0.744,0,5,0.372,-5.469,0,0.224,99.998,0.631,1
0.271,0.7,207568,0.579,0,5,0.103,-6.543,0,0.255,199.987,0.745,1
0.018,0.624,232800,0.648,2.68E-06,5,0.164,-7.958,0,0.0465,100.017,0.24,1
0.0143,0.479,239538,0.865,0,8,0.102,-3.837,0,0.0547,160.093,0.214,1
0.0172,0.629,190218,0.756,0.0084,1,0.379,-4.132,1,0.0443,105.978,0.325,1
0.362,0.779,235105,0.652,0,1,0.0851,-7.147,1,0.397,85.957,0.422,1
0.0194,0.773,272764,0.827,7.49E-05,5,0.0512,-3.147,0,0.128,95.013,0.916,1
0.219,0.885,189733,0.762,0,8,0.162,-5.513,0,0.216,138.059,0.605,1
0.133,0.715,161747,0.823,0,5,0.361,-5.313,0,0.0495,151.956,0.91,1
0.0119,0.279,558933,0.852,0.076,7,0.0624,-7.838,1,0.0511,117.418,0.438,1
0.0134,0.539,210088,0.824,0,7,0.795,-4.536,1,0.0461,169.846,0.583,1
0.00151,0.746,226286,0.704,0.0163,7,0.0718,-4.859,1,0.11,104.962,0.257,1
0.59,0.7,216414,0.775,0.00175,0,0.294,-6.382,1,0.189,140.015,0.655,1
0.262,0.613,130039,0.785,3.94E-05,2,0.107,-5.932,1,0.0971,119.888,0.0462,1
0.149,0.567,138031,0.855,0,11,0.132,-3.377,0,0.0708,160.071,0.348,1
0.522,0.62,269813,0.577,6.78E-05,1,0.168,-6.479,1,0.0687,81.499,0.12,1
0.45,0.741,171030,0.52,1.97E-06,8,0.222,-7.513,1,0.0656,102.998,0.347,1
0.755,0.654,240923,0.493,0.00013,4,0.341,-9.885,0,0.0617,129.919,0.626,1
0.343,0.821,160063,0.684,1.58E-06,7,0.234,-5.931,0,0.333,100.054,0.744,1
0.0157,0.368,214427,0.796,0,1,0.0694,-4.923,0,0.0823,170.033,0.181,1
0.0548,0.532,232187,0.642,0.000246,5,0.0991,-4.891,0,0.111,193.016,0.536,1
0.014,0.716,133995,0.805,3.10E-06,4,0.291,-3.839,1,0.0856,142.886,0.719,1
0.181,0.637,226973,0.713,0.000637,0,0.137,-4.333,1,0.0747,129.923,0.243,1
0.866,0.55,191787,0.376,0,7,0.0829,-9.153,0,0.0384,199.813,0.286,1
0.000459,0.598,194490,0.896,0.824,10,0.327,-3.7,0,0.0655,102.043,0.559,1
0.0695,0.677,189207,0.796,0,8,0.397,-6.749,1,0.0981,125.14,0.463,1
0.162,0.837,164885,0.769,0.000251,7,0.227,-6.045,1,0.22,122.948,0.681,1
0.0534,0.589,268867,0.731,0,2,0.308,-6.343,1,0.0868,87.908,0.191,1
0.0145,0.546,177600,0.822,0,7,0.742,-4.483,1,0.151,150.06,0.615,1
0.236,0.781,229375,0.722,0.00042,7,0.077,-8.376,1,0.0668,87.862,0.532,1
0.0195,0.81,225306,0.825,0.158,7,0.0639,-5.712,0,0.0671,111.957,0.616,1
0.00471,0.933,262827,0.664,0,1,0.0908,-11.281,1,0.311,128.467,0.616,1
0.131,0.531,209480,0.882,0,7,0.152,-4.883,0,0.121,105.634,0.477,1
0.103,0.707,278893,0.632,1.09E-05,10,0.0841,-7.031,1,0.0789,97.04,0.372,1
0.0185,0.592,202563,0.731,0,7,0.726,-5.794,0,0.0404,166.028,0.392,1
0.00022,0.762,151983,0.754,0.0665,0,0.146,-3.425,0,0.046,129.026,0.715,1
0.1,0.414,186268,0.416,0.179,11,0.131,-8.024,0,0.0251,159.91,0.196,1
0.118,0.767,192229,0.561,0,2,0.0737,-7.418,0,0.0509,90.021,0.542,1
0.976,0.356,99658,0.143,1.89E-05,9,0.111,-15.148,1,0.0388,75.522,0.334,1
0.463,0.574,225707,0.714,0,11,0.172,-6.113,0,0.0705,175.069,0.687,1
0.0263,0.651,194000,0.687,0.0456,11,0.0938,-8.34,0,0.0837,150.984,0.268,1
0.0274,0.625,251147,0.833,0,7,0.264,-5.389,0,0.0347,126.013,0.581,1
0.0204,0.567,212267,0.852,0,9,0.2,-4.086,0,0.108,132.946,0.552,1
0.0968,0.656,208233,0.723,0,11,0.343,-4.975,0,0.0262,105.049,0.904,1
0.0272,0.774,260560,0.711,0.252,7,0.179,-5.78,1,0.0336,104.996,0.348,1
0.842,0.611,132000,0.337,0.929,5,0.114,-13.992,1,0.0518,119.963,0.163,1
0.454,0.662,230960,0.698,0,1,0.282,-5.464,1,0.113,171.859,0.734,1
0.683,0.58,189133,0.491,0,7,0.122,-5.156,1,0.0473,83.81,0.843,1
0.315,0.79,172094,0.58,1.86E-06,2,0.497,-5.992,0,0.134,112.932,0.841,1
0.00282,0.598,212341,0.911,7.06E-05,9,0.321,-6.332,1,0.213,103.63,0.473,1
0.513,0.797,206267,0.55,0,9,0.0786,-4.166,1,0.24,134.206,0.543,1
0.104,0.817,205577,0.888,0,1,0.417,-4.821,1,0.288,120.023,0.855,1
0.137,0.766,221096,0.454,0.081,0,0.13,-7.521,1,0.0761,145.907,0.223,1
0.253,0.626,161701,0.649,0,6,0.213,-3.145,0,0.0609,150.07,0.364,1
0.114,0.618,181720,0.845,0,2,0.415,0.175,1,0.132,171.921,0.486,1
0.0934,0.567,210926,0.913,0.000124,8,0.114,-6.471,1,0.0736,93.35,0.792,1
0.0161,0.636,196552,0.805,0,9,0.0793,-4.594,1,0.327,92.958,0.908,1
0.135,0.789,249253,0.736,0,2,0.681,-6.279,0,0.0898,81.016,0.782,1
0.00998,0.912,216412,0.931,3.56E-06,11,0.0388,-3.713,0,0.124,130.046,0.828,1
0.024,0.79,196250,0.583,0.312,10,0.105,-5.803,1,0.0731,147.945,0.132,1
0.00117,0.77,229002,0.542,0.65,7,0.0685,-9.529,0,0.0395,109.005,0.0789,1
0.000844,0.645,229670,0.717,0,1,0.183,-5.056,1,0.293,137.136,0.383,1
0.0236,0.884,232959,0.559,0,0,0.101,-7.442,1,0.12,97.994,0.342,1
0.00826,0.68,187057,0.695,0.000412,6,0.199,-5.772,0,0.144,179.972,0.509,1
0.00513,0.613,200720,0.916,4.30E-05,8,0.228,-3.49,1,0.0753,122.068,0.527,1
