Year,Month,ArtistScore,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,target
2010,6,1,0.389,0.419,0,-7.111,0,0.0286,0.417,0,0.171,0.381,142.975,1
1998,1,0,0.648,0.521,4,-7.271,0,0.0566,0.0814,0,0.555,0.591,121.944,0
2008,1,1,0.578,0.34,0,-8.027,1,0.0264,0.305,0,0.104,0.223,92.702,1
2002,7,0,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,1
2007,12,0,0.272,0.977,2,-5.769,1,0.0758,2.94E-06,0.425,0.405,0.674,113.508,0
2008,8,0,0.699,0.91,4,-4.405,0,0.036,0.217,2.66E-06,0.146,0.792,97.971,0
2000,8,0,0.546,0.631,5,-7.487,1,0.0608,0.477,9.91E-06,0.784,0.628,149.866,0
2008,3,0,0.671,0.969,4,-5.683,0,0.0475,0.000475,0.822,0.0471,0.288,130,0
2006,10,0,0.761,0.719,1,-7.548,1,0.0313,0.149,7.74E-05,0.0399,0.561,111.99,0
2018,5,0,0.674,0.459,2,-14.559,1,0.04,0.787,0.879,0.0947,0.635,109.088,0
2004,4,0,0.816,0.648,9,-8.709,0,0.395,0.423,0.00012,0.135,0.727,95.043,0
2010,5,0,0.351,0.362,0,-6.573,1,0.0275,0.701,4.52E-06,0.122,0.151,115.135,1
1999,3,0,0.644,0.486,8,-6.015,0,0.0245,0.31,1.11E-06,0.12,0.329,78.953,0
2001,1,0,0.202,0.183,0,-10.632,0,0.0414,0.504,0.0883,0.126,0.122,77.694,0
1991,1,0,0.796,0.649,11,-15.884,1,0.0515,0.0148,0.904,0.0803,0.49,124.01,0
2005,1,0,0.881,0.573,10,-7.143,0,0.543,0.0107,2.78E-05,0.179,0.249,90.053,0
2017,11,0,0.274,0.379,9,-15.143,1,0.0651,0.94,0.00144,0.932,0.38,86.441,0
2006,1,0,0.474,0.833,4,-5.789,0,0.206,0.00794,0,0.355,0.654,171.737,0
1999,3,0,0.629,0.553,2,-5.773,1,0.0297,0.0249,0,0.141,0.285,130.115,1
2007,6,0,0.397,0.978,7,-2.256,0,0.133,0.000718,1.47E-06,0.212,0.552,93.538,0
2009,1,1,0.679,0.909,2,-4.129,0,0.0297,0.00915,3.27E-05,0.139,0.899,104.781,0
1994,8,0,0.619,0.527,5,-9.376,0,0.0628,0.0692,0,0.333,0.242,124.356,1
2004,11,0,0.475,0.263,4,-9.783,1,0.0693,0.875,0,0.107,0.0693,85.494,0
2004,8,0,0.3,0.981,2,-6.274,1,0.097,0.00262,0.927,0.545,0.0394,132.982,0
2004,10,0,0.647,0.943,8,-5.79,0,0.0376,0.00625,0.0169,0.0838,0.616,133.995,0
2009,1,0,0.176,0.123,5,-19.615,0,0.0344,0.901,0.755,0.0779,0.0371,71.581,0
1991,11,1,0.507,0.934,11,-8.888,0,0.0553,3.52E-05,0.0253,0.161,0.417,108.345,1
1994,1,0,0.325,0.196,7,-15.146,0,0.0273,0.923,0.0413,0.0963,0.276,87.606,0
2007,3,0,0.465,0.752,9,-7.436,1,0.0505,0.161,0,0.0675,0.41,82.346,0
2005,1,0,0.85,0.669,5,-8.575,0,0.0322,0.182,0.0749,0.333,0.872,113.996,0
2009,8,1,0.318,0.565,7,-12.21,1,0.0358,0.223,0,0.715,0.463,131.953,0
2007,2,0,0.244,0.636,11,-3.799,0,0.0393,0.0191,0.000225,0.482,0.402,135.201,0
2009,5,0,0.449,0.789,3,-3.114,1,0.0351,0.00357,0,0.0816,0.251,141.922,1
1996,10,0,0.357,0.161,10,-14.789,1,0.0436,0.926,3.47E-05,0.146,0.267,88.746,1
2009,9,1,0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,1
2009,5,0,0.698,0.742,7,-6.19,0,0.0408,0.46,0,0.0512,0.887,95.913,0
2005,1,0,0.38,0.365,5,-7.723,0,0.0534,0.492,3.60E-06,0.372,0.42,158.394,0
2002,11,1,0.737,0.674,6,-5.196,1,0.0352,0.0513,0.000947,0.211,0.393,95.691,0
1993,1,0,0.46,0.371,2,-13.148,1,0.0296,0.271,0.00904,0.0968,0.267,138.227,0
2002,10,0,0.62,0.93,1,-3.685,1,0.0374,0.00043,0,0.0686,0.609,106.22,1
2009,4,0,0.578,0.552,1,-16.853,1,0.0558,0.00117,0.676,0.272,0.707,75.985,0
2008,6,0,0.474,0.942,3,-6.14,0,0.0952,0.00133,0.0294,0.217,0.157,116.057,0
2005,5,1,0.534,0.843,11,-5.048,0,0.0414,0.000247,0.000241,0.923,0.281,122.993,0
2006,1,1,0.712,0.647,7,-4.277,1,0.0336,0.239,0,0.0955,0.292,113.116,1
2012,2,0,0.385,0.977,11,-6.345,1,0.056,0.261,6.01E-05,0.397,0.923,96.408,0
2003,1,0,0.24,0.933,9,-3.397,0,0.14,0.00059,0.0211,0.112,0.387,91.56,0
2008,5,0,0.343,0.669,4,-3.493,1,0.0363,0.319,0,0.105,0.578,169.874,0
2009,9,0,0.266,0.699,9,-7.491,0,0.0369,0.00384,0.631,0.511,0.133,111.115,0
1999,10,0,0.286,0.316,11,-14.689,1,0.0363,0.547,2.18E-06,0.371,0.374,99.318,0
2006,3,0,0.714,0.528,6,-8.789,1,0.0692,0.00415,0.854,0.0819,0.297,139.983,1
2005,1,0,0.747,0.62,6,-7.152,0,0.0269,0.323,0.000939,0.144,0.965,136.025,0
1996,10,1,0.658,0.688,5,-7.049,0,0.0297,0.191,1.33E-06,0.173,0.424,143.783,1
1993,6,0,0.792,0.562,7,-11.379,1,0.0929,0.0152,7.48E-05,0.428,0.592,126.222,1
1995,10,1,0.776,0.731,9,-12.264,1,0.43,0.0945,0.000274,0.318,0.485,92.394,1
2006,1,0,0.606,0.327,3,-14.314,1,0.0554,0.835,5.03E-05,0.834,0.341,99.866,0
1998,1,0,0.782,0.363,2,-7.744,1,0.0441,0.0472,0,0.149,0.27,121.986,1
2004,7,0,0.734,0.668,0,-3.935,0,0.0349,0.0526,0,0.0925,0.651,99.971,1
2016,5,0,0.64,0.583,2,-12.366,1,0.103,0.464,1.00E-06,0.176,0.631,94.996,0
2005,8,0,0.631,0.846,7,-4.359,1,0.034,0.00497,0,0.483,0.547,103.959,0
2005,6,1,0.437,0.589,4,-4.834,1,0.0331,0.231,0,0.0768,0.165,133.631,1
2005,11,0,0.427,0.872,6,-4.724,1,0.0507,0.0026,0,0.297,0.373,124.658,0
2009,1,1,0.425,0.283,4,-12.007,1,0.0387,0.481,0,0.289,0.467,92.66,1
1994,10,0,0.523,0.622,2,-6.632,1,0.0245,0.0143,0.0065,0.297,0.446,147.878,1
2007,9,0,0.733,0.501,0,-8.836,1,0.0417,0.254,0.00234,0.207,0.37,117.943,0
2015,12,0,0.788,0.815,1,-8.088,1,0.249,0.0254,0.538,0.164,0.619,104.07,0
2010,11,1,0.411,0.986,8,-2.522,0,0.0583,0.000264,0.00148,0.371,0.649,165.981,1
2003,4,1,0.691,0.541,1,-5.873,1,0.0776,0.508,0,0.0753,0.319,127.683,1
1996,1,0,0.339,0.927,3,-8.474,1,0.093,4.87E-06,0.813,0.353,0.711,135.266,0
2010,10,1,0.572,0.885,0,-5.6,1,0.0866,0.288,0,0.0936,0.535,150.072,1
2004,1,0,0.678,0.895,4,-5.339,1,0.0394,0.0582,0,0.0788,0.97,94.965,1
2000,9,1,0.909,0.844,1,-4.743,0,0.221,0.358,3.08E-05,0.274,0.87,97.995,1
2010,5,1,0.326,0.687,10,-3.785,0,0.0531,0.159,0,0.341,0.554,200.035,1
1998,1,0,0.588,0.886,9,-4.997,0,0.0641,0.00569,0,0.105,0.962,147.962,0
2012,3,1,0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,1
2003,1,0,0.892,0.834,9,-7.35,0,0.0903,0.663,0.00139,0.115,0.501,99.561,0
2009,5,1,0.681,0.91,9,-5.22,1,0.0358,0.0233,0.000574,0.136,0.918,116.96,1
2004,11,1,0.79,0.645,9,-5.426,1,0.317,0.335,0,0.405,0.583,158.13,1
2014,11,0,0.711,0.756,7,-10.637,1,0.0302,0.0352,0.00313,0.138,0.493,127.108,1
2002,1,0,0.564,0.555,4,-6.611,1,0.0345,0.19,0,0.087,0.196,101.884,1
2018,11,1,0.477,0.564,4,-8.582,1,0.028,0.0111,0,0.221,0.292,67.965,1
1995,1,0,0.771,0.693,1,-8.605,0,0.134,0.424,0.000337,0.07,0.706,93.021,1
2005,6,0,0.674,0.75,7,-7.08,1,0.0319,0.207,0.0119,0.118,0.791,97.865,0
2007,2,0,0.518,0.702,9,-6.481,1,0.0662,0.539,0.163,0.0881,0.522,81.144,0
2018,4,0,0.686,0.519,1,-12.253,1,0.0405,0.212,0.00534,0.112,0.355,144.91,0
2003,1,1,0.588,0.492,11,-6.537,1,0.0252,0.357,3.73E-06,0.119,0.134,79.47,0
2000,4,0,0.935,0.608,1,-7.236,0,0.085,0.00155,0,0.342,0.0664,101.992,1
2010,2,0,0.42,0.99,5,-3.571,0,0.162,0.00143,0,0.399,0.125,144.038,0
2003,1,0,0.377,0.904,4,-3.634,0,0.307,0.0747,0,0.334,0.595,200.566,1
1997,1,0,0.655,0.599,2,-9.678,0,0.0266,0.0683,0.814,0.215,0.674,114.478,0
1996,1,0,0.644,0.454,10,-7.559,1,0.0405,0.0277,0.185,0.131,0.622,80.046,1
2003,9,0,0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,1
2009,1,1,0.447,0.874,11,-4.063,0,0.0493,0.00388,0.000607,0.139,0.54,132.11,1
2011,4,1,0.781,0.267,4,-10.363,1,0.0508,0.614,0.00362,0.123,0.299,129.318,0
1999,1,1,0.687,0.532,3,-6.763,1,0.0338,0.214,0,0.124,0.582,134.283,1
2009,10,0,0.629,0.938,6,-6.808,1,0.198,0.0293,0,0.369,0.693,116.708,0
2006,5,0,0.339,0.683,4,-6.468,1,0.0595,0.704,0.165,0.135,0.411,132.365,0
2009,1,1,0.602,0.894,4,-3.975,1,0.032,0.00154,0,0.433,0.643,125.988,1
2009,8,0,0.639,0.678,7,-5.02,1,0.0278,0.44,1.45E-06,0.221,0.531,106.966,1
2004,1,0,0.558,0.74,6,-6.22,1,0.0448,0.00192,8.97E-06,0.129,0.217,118.293,1
2003,10,1,0.756,0.858,2,-9.649,1,0.0682,0.0171,2.17E-05,0.194,0.758,114.144,1
1997,1,0,0.592,0.847,4,-6.513,0,0.336,0.0564,0,0.386,0.653,83.324,1
2004,2,0,0.385,0.893,9,-4.123,1,0.0386,0.018,0.000589,0.125,0.556,180.39,0
2000,2,1,0.734,0.672,9,-4.732,1,0.0908,0.32,0,0.302,0.447,75.986,0
2012,2,0,0.332,0.798,8,-7.848,1,0.0839,0.0301,0.000929,0.845,0.716,96.244,0
2003,12,1,0.609,0.445,7,-9.129,1,0.106,0.603,6.77E-06,0.104,0.166,118.393,1
2002,6,1,0.792,0.648,1,-6.827,0,0.0469,0.0702,0.00531,0.0693,0.76,101.406,1
2001,7,0,0.649,0.916,1,-9.625,1,0.0362,0.13,0.865,0.18,0.802,133.537,0
2003,6,0,0.508,0.75,10,-9.302,1,0.0303,0.00136,0.576,0.126,0.489,97.026,0
1990,6,0,0.602,0.338,11,-12.371,1,0.0293,0.727,0,0.0849,0.25,126.232,1
1996,4,0,0.551,0.794,0,-5.995,1,0.0341,0.0594,2.01E-05,0.231,0.587,165.813,1
2000,5,0,0.81,0.871,4,-2.672,0,0.241,0.13,0,0.313,0.299,87.328,0
2004,1,0,0.768,0.874,0,-5.766,0,0.248,0.199,0,0.0789,0.843,98.038,0
2007,1,1,0.413,0.943,2,-4.173,1,0.104,5.34E-05,0.00487,0.068,0.328,134.077,1
2003,1,1,0.498,0.68,2,-5.34,1,0.0332,0.0483,0,0.169,0.695,160.043,1
2010,1,0,0.41,0.652,2,-9.919,1,0.075,0.00804,0.00947,0.0811,0.311,127.406,0
2005,1,0,0.743,0.787,1,-5.402,1,0.262,0.0352,0,0.0732,0.719,192.117,1
1999,10,0,0.59,0.733,10,-11.744,0,0.0345,0.00035,0.748,0.119,0.233,135.999,0
2005,11,0,0.385,0.0772,3,-10.49,1,0.033,0.907,3.42E-06,0.098,0.279,178.068,0
2002,1,1,0.723,0.789,1,-4.813,1,0.0302,0.0441,0,0.0612,0.946,124.013,1
2003,1,1,0.635,0.8,11,-6.075,0,0.0339,0.000284,0.000254,0.0627,0.283,93.06,1
1991,9,1,0.507,0.581,7,-9.315,1,0.0294,0.0804,3.19E-06,0.167,0.485,128.095,1
1997,2,0,0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.643,1
2002,1,0,0.677,0.404,5,-8.562,0,0.258,0.548,0,0.108,0.853,90.075,0
2005,9,0,0.523,0.561,0,-9.444,0,0.0275,0.732,2.55E-05,0.126,0.176,135.972,0
2010,3,0,0.421,0.926,10,-7.187,0,0.0403,0.0561,0.000759,0.0276,0.94,128.997,0
2011,1,0,0.256,0.102,8,-13.863,1,0.0313,0.95,0.000282,0.208,0.232,62.594,0
1997,1,1,0.506,0.657,7,-7.291,1,0.0278,0.0373,0,0.0432,0.496,140.481,1
2002,1,1,0.331,0.61,10,-5.064,0,0.0315,0.342,0,0.0988,0.452,76.113,1
2007,1,0,0.338,0.887,7,-6.447,1,0.0424,2.51E-06,0.00138,0.0616,0.561,97.018,1
1993,1,0,0.648,0.743,7,-9.595,0,0.0592,0.0799,0,0.125,0.81,97.059,1
1996,1,0,0.553,0.464,7,-7.876,1,0.0264,0.164,0,0.0894,0.194,103.234,0
2007,1,0,0.195,0.481,9,-15.872,1,0.0391,0.152,0.966,0.0885,0.101,63.904,0
1999,8,0,0.671,0.471,7,-6.943,1,0.0285,0.461,0,0.179,0.524,138.021,0
2003,1,0,0.569,0.851,11,-5.749,1,0.0381,0.0726,0,0.0611,0.925,137.854,0
1993,2,0,0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12E-05,0.14,0.401,140.124,1
1999,11,0,0.465,0.803,7,-6.764,1,0.0452,5.18E-05,0.0465,0.0809,0.493,93.899,0
1998,9,1,0.792,0.701,6,-7.198,0,0.283,0.104,0,0.761,0.251,103.888,1
2002,10,0,0.393,0.985,2,-2.594,1,0.113,0.000196,0,0.153,0.309,157.958,0
2004,5,0,0.595,0.896,9,-6.789,0,0.0407,0.0418,0.603,0.681,0.797,136.988,0
2004,7,0,0.739,0.856,9,-5.708,0,0.283,0.119,1.03E-05,0.237,0.467,80.935,0
2009,2,0,0.557,0.708,2,-6.821,1,0.0274,0.0632,0.107,0.0895,0.258,90.023,0
2009,9,0,0.659,0.637,11,-8.497,0,0.0314,0.00205,0.0102,0.1,0.0858,120.029,0
2007,10,0,0.448,0.388,1,-10.3,1,0.0281,0.696,0.0674,0.131,0.335,127.908,0
2007,1,0,0.581,0.645,5,-6.274,1,0.0279,0.263,0.000926,0.0805,0.369,147.947,1
2010,1,1,0.427,0.531,8,-6.985,1,0.0297,0.0555,0.00106,0.0835,0.145,111.079,1
1992,1,0,0.636,0.721,9,-7.61,0,0.235,0.231,1.37E-05,0.701,0.422,99.648,0
2004,1,0,0.62,0.514,8,-7.948,1,0.0417,0.431,0,0.148,0.453,140.062,1
2016,10,0,0.431,0.993,8,-5.814,1,0.0876,0.000931,0.772,0.126,0.318,140.999,0
1996,1,0,0.401,0.361,4,-6.492,1,0.0396,0.864,0,0.104,0.319,194.6,0
1995,1,0,0.521,0.809,11,-5.275,1,0.0321,0.19,0,0.321,0.76,164.015,0
2002,1,0,0.672,0.758,4,-4.18,0,0.359,0.00473,1.20E-06,0.326,0.493,94.312,1
2007,1,0,0.814,0.9,5,-3.318,0,0.0605,0.0112,2.01E-06,0.0631,0.761,125.988,1
2016,5,0,0.22,0.789,0,-6.791,1,0.0427,7.22E-05,0.196,0.127,0.112,104.765,0
1995,4,0,0.45,0.883,5,-5.288,1,0.0464,0.00159,0.646,0.202,0.808,155.037,0
2006,5,0,0.5,0.954,2,-3.599,1,0.0577,0.000115,0.869,0.209,0.333,119.989,0
2005,3,0,0.54,0.516,1,-5.221,1,0.0246,0.266,0,0.204,0.285,135.9,1
2007,1,1,0.532,0.829,1,-3.099,1,0.0327,0.011,2.05E-06,0.0802,0.264,120.009,1
1996,6,0,0.469,0.594,7,-8.209,1,0.0403,0.0663,0,0.0806,0.485,167.223,1
2010,1,1,0.557,0.406,4,-7.083,1,0.0278,0.742,0,0.113,0.222,131.96,1
2005,1,1,0.335,0.676,0,-4.68,1,0.0301,0.00275,0,0.141,0.341,175.845,1
1997,10,0,0.659,0.702,2,-9.255,1,0.0308,0.11,0.000136,0.365,0.402,94.28,1
2004,11,0,0.32,0.927,1,-4.668,1,0.0555,2.51E-06,0.0385,0.0782,0.705,99.837,0
2001,10,1,0.618,0.647,2,-7.308,1,0.0344,0.115,6.12E-06,0.113,0.315,123.889,1
2005,1,0,0.717,0.184,7,-14.876,1,0.0338,0.57,0.0005,0.0753,0.192,61.14,0
2008,4,0,0.419,0.785,10,-4.483,0,0.0313,0.0289,0,0.0799,0.332,152.053,1
2007,4,0,0.47,0.918,10,-5.773,1,0.0507,8.26E-06,0.277,0.395,0.457,92.964,0
1993,1,0,0.466,0.632,6,-6.94,1,0.0326,0.465,0.000256,0.135,0.246,68.893,1
1999,1,0,0.812,0.949,1,-3.016,1,0.194,0.00361,0.17,0.323,0.587,115.996,0
2001,1,0,0.772,0.786,2,-4.596,0,0.0358,0.269,1.21E-06,0.0569,0.824,120.005,1
2000,4,0,0.297,0.973,3,-2.971,1,0.0793,0.00288,0.00434,0.468,0.49,163.035,0
2002,2,0,0.931,0.772,7,-5.583,1,0.187,0.0343,0.000172,0.37,0.73,102.634,0
1993,8,0,0.742,0.258,3,-11.885,0,0.0339,0.451,0,0.0926,0.476,82.576,1
2007,5,1,0.458,0.751,2,-8.395,1,0.469,0.0299,0.000155,0.258,0.48,169.673,1
2010,3,1,0.643,0.535,0,-6.795,0,0.0941,0.648,0.00213,0.0766,0.564,82.193,1
2003,12,0,0.62,0.503,0,-9.75,1,0.0631,0.00557,0.00383,0.511,0.689,147.959,0
2008,12,0,0.178,0.975,6,-4.39,0,0.0875,1.18E-06,0.958,0.0691,0.0355,111.023,0
1998,9,0,0.47,0.918,1,-6.474,1,0.0748,0.00423,0.00329,0.282,0.492,89.746,0
2010,3,0,0.428,0.909,2,-4.618,1,0.0578,0.000751,4.25E-06,0.16,0.334,166.167,0
1996,6,0,0.591,0.284,5,-12.261,1,0.0293,0.723,5.71E-05,0.233,0.457,78.565,0
2007,2,0,0.804,0.789,4,-7.771,0,0.0327,0.0949,0.815,0.114,0.68,126.011,0
1999,4,0,0.799,0.324,2,-14.581,1,0.0315,0.756,0.863,0.157,0.207,96.036,0
2002,1,0,0.477,0.728,0,-5.71,1,0.0831,0.358,0,0.11,0.69,89.209,1
2010,1,1,0.776,0.88,2,-4.67,1,0.121,0.0118,0.0295,0.301,0.725,113.503,1
1998,11,0,0.737,0.543,8,-10.403,1,0.0374,0.0598,0.01,0.103,0.256,112.016,1
2001,1,0,0.547,0.732,0,-9.164,1,0.036,0.464,0.774,0.0899,0.515,107.007,0
1993,1,0,0.493,0.137,4,-22.166,1,0.158,0.993,6.00E-05,0.65,0.64,110.501,0
2010,1,1,0.505,0.886,4,-4.886,1,0.0597,0.0771,0.000219,0.125,0.591,159.96,1
2013,1,0,0.544,0.381,11,-6.111,1,0.0341,0.519,1.46E-06,0.116,0.233,120.025,0
2009,2,0,0.401,0.656,0,-6.254,1,0.0311,0.0146,0,0.154,0.48,103.463,0
2010,6,1,0.645,0.375,3,-6.138,0,0.0279,0.729,2.16E-05,0.102,0.534,81.027,1
2007,1,1,0.645,0.941,4,-3.425,0,0.0448,0.169,0,0.251,0.881,106.015,1
2008,9,0,0.381,0.981,10,-1.9,0,0.237,7.72E-05,0.000812,0.354,0.625,103.401,0
2004,8,0,0.612,0.911,8,-5.028,1,0.0514,0.000705,0.114,0.127,0.844,106.009,0
2012,10,1,0.603,0.707,2,-6.215,1,0.0804,0.118,0,0.14,0.455,141.837,1
2006,10,0,0.671,0.772,9,-6.617,1,0.0427,0.0201,6.49E-05,0.114,0.379,88.045,0
1990,1,0,0.526,0.428,9,-15.124,1,0.0295,0.0917,4.32E-06,0.261,0.206,89.97,0
2006,7,0,0.677,0.649,9,-8.612,1,0.0355,0.00729,0.215,0.098,0.204,131.109,1
1999,1,0,0.746,0.615,4,-7.124,0,0.0345,0.191,0,0.0861,0.512,120.049,1
2004,9,1,0.39,0.243,3,-13.074,1,0.0296,0.853,0.00023,0.111,0.145,179.642,0
2007,1,0,0.153,0.119,11,-20.757,1,0.0384,0.812,0.926,0.0777,0.0388,135.481,0
2006,9,0,0.606,0.567,11,-10.325,0,0.0312,0.0829,0.00391,0.117,0.33,120.067,0
2001,2,0,0.474,0.191,2,-12.002,1,0.0296,0.865,0.000175,0.0996,0.0562,132.002,0
2017,6,0,0.66,0.934,6,-9.477,0,0.0748,8.60E-05,0.724,0.122,0.514,149.839,0
2008,1,0,0.755,0.688,8,-3.97,1,0.0535,0.0947,0,0.0852,0.429,114.928,1
2009,12,1,0.611,0.387,2,-7.949,1,0.0242,0.118,0,0.213,0.335,85.978,1
2012,9,0,0.64,0.713,5,-9.89,0,0.0415,0.0225,0.00315,0.098,0.737,115.604,0
2001,4,1,0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876,1
1996,1,0,0.716,0.704,2,-4.652,0,0.143,0.179,0.000105,0.467,0.907,88.986,1
1995,1,0,0.459,0.156,5,-18.99,1,0.0708,0.958,0.912,0.176,0.382,117.725,0
2002,6,0,0.748,0.265,9,-16.597,1,0.947,0.894,0,0.273,0.718,80.911,0
2016,8,0,0.461,0.342,0,-13.453,1,0.0293,0.849,0.0085,0.762,0.418,76.161,0
1999,1,0,0.707,0.886,0,-6.693,1,0.0821,0.123,0,0.235,0.68,98.065,0
1994,3,0,0.808,0.726,10,-8.435,0,0.252,0.0208,0.276,0.129,0.616,96.12,1
2005,4,1,0.532,0.407,6,-9.658,0,0.0233,0.235,0,0.117,0.23,83.207,1
2007,1,1,0.7,0.831,6,-4.931,1,0.0681,0.0124,0.000966,0.0949,0.808,121.003,1
2009,12,0,0.365,0.689,10,-5.653,1,0.0507,0.495,1.21E-06,0.967,0.496,149.939,0
2007,5,0,0.16,0.96,4,-5.53,0,0.0943,3.87E-06,0.871,0.694,0.292,99.514,0
1991,1,0,0.573,0.557,9,-9.778,1,0.0283,0.000247,2.26E-05,0.271,0.519,81.536,1
2005,11,0,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,1
1991,1,0,0.605,0.737,9,-9.054,0,0.0407,0.0846,0,0.179,0.372,113.456,1
2007,8,1,0.737,0.817,10,-4.246,1,0.0508,0.0577,0,0.118,0.751,112.866,1
2007,5,1,0.547,0.485,7,-5.368,1,0.0292,0.467,0,0.0736,0.243,145.057,1
2006,4,0,0.686,0.479,1,-8.99,1,0.0614,0.148,0.888,0.0979,0.105,105.68,0
2003,1,0,0.681,0.592,8,-12.565,1,0.0717,0.0899,0.018,0.103,0.672,79.943,0
2000,12,0,0.805,0.676,6,-13.333,0,0.234,0.0637,0.000624,0.133,0.665,105.491,0
2008,1,0,0.702,0.733,4,-4.522,0,0.127,0.00602,3.80E-06,0.126,0.514,140.037,0
2002,4,1,0.715,0.75,4,-4.898,1,0.0448,0.0418,0,0.139,0.71,119.992,1
2005,2,0,0.611,0.417,10,-10.065,1,0.0373,0.395,0.00921,0.199,0.337,87.73,0
2002,5,0,0.312,0.404,5,-10.014,1,0.0293,0.184,0,0.306,0.115,138.425,1
2008,6,0,0.643,0.501,11,-7.981,0,0.0424,0.117,0.0463,0.239,0.394,94.514,0
2003,11,0,0.8,0.644,4,-4.898,1,0.148,0.0215,0.00059,0.0924,0.816,96.015,1
2004,7,0,0.413,0.992,9,-3.923,0,0.375,0.0093,0.000562,0.232,0.29,166.906,0
2008,1,0,0.221,0.201,4,-20.712,1,0.0378,0.875,0.944,0.158,0.036,66.545,0
2001,6,1,0.667,0.41,4,-8.323,0,0.138,0.331,0,0.064,0.493,75.069,1
1992,1,0,0.544,0.499,2,-8.458,1,0.0327,0.0435,0.00354,0.252,0.711,139.694,0
1995,1,0,0.564,0.763,4,-5.245,1,0.0277,0.00305,0.00229,0.0884,0.632,136.182,0
2003,9,0,0.474,0.743,6,-9.586,1,0.545,0.252,0,0.905,0.776,80.79,0
2008,4,0,0.331,0.68,9,-9.059,1,0.0335,0.227,7.37E-05,0.109,0.671,92.277,0
1993,1,0,0.582,0.381,3,-10.045,1,0.0256,0.595,1.10E-05,0.132,0.283,141.947,1
2010,4,1,0.589,0.777,9,-5.582,1,0.0495,0.132,2.00E-05,0.162,0.575,148.066,0
2006,12,1,0.569,0.596,8,-6.486,1,0.171,0.457,8.99E-05,0.205,0.757,93.134,1
2014,6,0,0.562,0.97,3,-4.279,0,0.885,0.825,0,0.801,0.28,121.631,0
2003,1,0,0.483,0.673,7,-8.105,1,0.0438,0.0217,6.53E-06,0.209,0.558,189.704,1
2003,1,1,0.57,0.671,7,-4.954,1,0.028,0.0335,0,0.102,0.211,121.401,1
2015,4,1,0.523,0.501,1,-9.276,1,0.0366,0.459,0,0.0818,0.391,158.179,1
2006,4,0,0.404,0.964,2,-3.668,1,0.062,5.58E-05,0.0012,0.137,0.404,75.008,0
2011,1,1,0.558,0.657,6,-5.015,1,0.0286,0.173,6.04E-05,0.117,0.115,98.926,1
2003,12,0,0.48,0.136,2,-24.682,1,0.0481,0.954,0.908,0.119,0.119,118.6,0
2003,9,0,0.581,0.673,2,-6.206,0,0.0345,0.53,4.98E-05,0.23,0.823,104.825,0
2005,4,0,0.597,0.949,3,-3.28,1,0.0404,0.00114,0.000703,0.123,0.783,131.98,0
2006,9,0,0.66,0.919,6,-4.53,1,0.0521,0.00755,0.00621,0.299,0.66,119.953,0
1991,11,0,0.349,0.432,8,-9.554,1,0.0384,0.82,0.085,0.191,0.137,82.935,1
2010,4,0,0.596,0.492,5,-8.287,0,0.0313,0.206,0.00245,0.128,0.677,139.984,0
2007,1,0,0.42,0.126,11,-12.026,1,0.0355,0.878,0,0.118,0.233,110.951,0
1998,1,0,0.617,0.905,2,-4.329,1,0.0321,0.119,0.00117,0.77,0.769,103.862,0
2010,5,0,0.266,0.354,5,-6.133,0,0.0318,0.728,0,0.123,0.134,106.3,1
2009,6,0,0.945,0.67,5,-12.821,0,0.222,0.631,0,0.199,0.599,99.357,1
2004,1,0,0.59,0.973,10,-3.512,0,0.103,0.00058,0.225,0.501,0.371,132.212,0
1998,6,0,0.602,0.712,10,-11.089,0,0.0448,0.0527,0.87,0.409,0.33,93.095,0
2000,10,1,0.843,0.805,4,-5.946,0,0.269,0.142,0,0.0771,0.615,94.946,1
2008,1,0,0.562,0.953,7,-1.09,1,0.0833,0.186,0,0.679,0.545,176.513,1
1998,5,0,0.882,0.52,4,-10.899,0,0.315,0.0589,0,0.313,0.447,96.846,1
1994,4,0,0.627,0.669,0,-9.985,1,0.0412,0.211,2.72E-06,0.111,0.498,94.029,1
2003,12,0,0.51,0.547,11,-10.431,0,0.463,0.0464,0,0.056,0.907,192.435,0
2000,9,0,0.382,0.416,0,-9.303,1,0.0302,0.0733,0,0.0719,0.125,102.089,1
2010,5,0,0.65,0.38,2,-10.342,0,0.0733,0.949,0.505,0.316,0.85,178.836,0
1997,6,0,0.316,0.855,11,-6.913,1,0.0704,0.00263,0,0.315,0.762,177.305,0
2006,1,0,0.505,0.657,9,-7.254,1,0.288,0.0898,0,0.0606,0.666,135.995,1
