Year,Month,ArtistScore,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,target
1995,7,0,0.322,0.868,3,-8.335,1,0.0557,3.55E-05,0.899,0.209,0.183,101.545,0
2006,4,1,0.349,0.971,2,-3.62,1,0.196,0.000299,0.0231,0.381,0.371,118.076,0
1996,2,0,0.525,0.726,7,-8.381,1,0.0306,0.04,0.00332,0.0564,0.686,185.513,1
1994,1,0,0.775,0.877,10,-6.714,0,0.0532,0.00462,0.000143,0.0874,0.476,100.42,1
1996,1,1,0.64,0.578,10,-8.372,1,0.0228,0.405,0.000801,0.108,0.566,96.032,1
1995,1,0,0.562,0.555,0,-5.476,1,0.0282,0.00642,0,0.301,0.418,124.021,0
2004,9,0,0.691,0.389,6,-10.125,1,0.0653,0.255,0,0.0981,0.437,122.219,1
2001,10,1,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95,1
2011,1,1,0.396,0.629,9,-4.78,1,0.0287,0.0328,0,0.183,0.358,173.794,1
2001,1,1,0.775,0.951,7,-9.318,1,0.0722,0.0117,0.015,0.285,0.445,113.896,1
2004,1,0,0.573,0.303,0,-15.861,1,0.0393,0.158,0.93,0.111,0.0318,110.083,0
2002,1,0,0.672,0.718,4,-9.712,0,0.0365,0.499,0.705,0.168,0.92,157.722,0
2002,11,1,0.832,0.688,2,-6.346,1,0.0468,0.018,0.207,0.0596,0.399,111.965,1
1994,8,0,0.447,0.725,6,-9.902,1,0.0292,0.00106,0.0157,0.105,0.597,116.286,1
2009,9,0,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,1
2000,1,0,0.621,0.475,11,-9.341,1,0.0265,0.187,0,0.0609,0.319,129.891,1
2007,7,0,0.703,0.726,0,-10.627,1,0.0373,0.00946,0.926,0.0644,0.462,124.995,0
1990,1,0,0.691,0.664,1,-13.074,1,0.0483,0.142,0.37,0.0836,0.688,96.951,1
1999,11,0,0.532,0.797,11,-6.889,0,0.0499,0.000192,0.0252,0.229,0.417,110.006,0
2018,11,1,0.403,0.793,9,-8.594,1,0.0383,0.0243,2.55E-05,0.0631,0.79,206.053,1
1992,1,0,0.2,0.39,11,-17.799,1,0.0374,0.203,0.923,0.0891,0.158,72.607,0
2002,1,0,0.73,0.676,9,-5.876,0,0.0315,0.0352,0.0313,0.262,0.513,111.846,0
2007,7,0,0.484,0.72,2,-6.246,1,0.155,0.15,0.958,0.0478,0.704,156.439,0
2004,10,1,0.524,0.849,2,-4.634,1,0.0464,0.188,0,0.179,0.453,125.864,1
2005,1,0,0.452,0.675,2,-5.172,0,0.0305,0.206,1.27E-06,0.172,0.23,139.87,1
2008,4,0,0.273,0.133,7,-18.714,0,0.0458,0.962,0.013,0.0988,0.105,94.382,0
2009,1,1,0.429,0.454,1,-6.495,1,0.0246,0.62,0.00148,0.123,0.288,78.209,1
2004,8,0,0.749,0.705,2,-7.062,1,0.0303,0.0197,0.139,0.172,0.727,89.992,0
2008,1,0,0.336,0.972,10,-2.418,1,0.202,0.0375,0.718,0.262,0.435,130.03,0
2001,1,0,0.593,0.934,5,-4.385,1,0.0667,0.000316,5.40E-06,0.222,0.374,104.563,0
1993,2,0,0.532,0.41,0,-12.39,1,0.0598,0.834,0,0.173,0.944,106.445,0
1992,5,0,0.689,0.419,5,-12.625,0,0.0369,0.239,0.012,0.169,0.529,110.446,1
2000,7,0,0.725,0.41,1,-9.849,1,0.0317,0.0244,0.00891,0.11,0.436,140.394,1
2001,3,0,0.303,0.969,8,-2.466,1,0.162,9.03E-05,0.844,0.417,0.163,109.384,0
2001,5,0,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,1
2002,9,0,0.293,0.779,4,-6.717,1,0.0574,0.00404,0.817,0.134,0.172,132.29,0
1999,11,0,0.823,0.62,8,-8.002,1,0.329,0.000484,0,0.494,0.628,90.57,1
2006,1,0,0.718,0.733,2,-5.401,1,0.297,0.0141,0,0.308,0.503,166.06,1
2008,11,1,0.429,0.841,2,-6.501,1,0.0553,0.0436,0,0.0976,0.33,134.37,0
2000,9,0,0.774,0.628,10,-4.204,0,0.119,0.00727,0.009,0.0966,0.552,92.079,0
1992,7,0,0.627,0.843,7,-4.691,1,0.0301,0.0061,0.000112,0.108,0.506,126.179,0
2005,1,0,0.682,0.723,1,-4.628,1,0.211,0.0109,0,0.406,0.365,80.634,1
2009,3,0,0.684,0.855,0,-5.372,1,0.034,0.000286,0.923,0.116,0.862,93.999,0
2008,1,0,0.816,0.913,5,-5.042,0,0.0997,0.469,0,0.331,0.915,124.578,1
2007,1,1,0.33,0.953,7,-4.734,1,0.2,0.00024,0.0016,0.0822,0.373,184.048,1
2010,1,1,0.629,0.806,2,-5.264,0,0.0442,0.0102,1.72E-05,0.112,0.409,119.966,1
2012,4,1,0.703,0.855,9,-4.822,1,0.0328,0.205,9.84E-05,0.514,0.883,120.307,1
1990,9,0,0.79,0.588,9,-10.241,1,0.0519,0.0511,0.0013,0.29,0.82,142.573,0
2009,1,1,0.637,0.875,10,-6.292,0,0.0646,0.0131,3.37E-06,0.0458,0.814,92.027,1
2016,4,0,0.441,0.706,2,-5.926,0,0.182,0.538,0,0.168,0.721,78.251,0
2007,6,0,0.192,0.987,1,-5.382,1,0.111,1.06E-05,0.681,0.818,0.202,103.886,0
1994,8,1,0.805,0.573,1,-8.549,1,0.287,0.0701,3.30E-06,0.112,0.437,91.794,1
1992,6,0,0.388,0.888,11,-6.929,1,0.0745,0.00455,7.84E-05,0.0975,0.528,130.102,0
2006,4,0,0.661,0.978,1,-3.064,0,0.107,0.0247,0,0.0856,0.592,98.019,1
1990,4,0,0.199,0.802,7,-9.467,1,0.0542,0.00314,0.0752,0.952,0.46,177.666,0
1994,11,1,0.719,0.631,6,-7.411,1,0.0451,0.0235,0.702,0.0686,0.456,80.126,1
2004,7,1,0.464,0.81,5,-3.845,1,0.0724,0.0763,0,0.0574,0.881,166.366,1
2009,1,0,0.131,0.0541,7,-24.079,0,0.0389,0.938,0.933,0.127,0.0357,98.316,0
1997,1,1,0.78,0.492,11,-8.431,0,0.0343,0.304,0.00682,0.419,0.61,98.046,1
2016,4,0,0.241,0.179,5,-10.38,0,0.0336,0.954,0.0314,0.113,0.0393,77.203,0
2009,5,0,0.782,0.713,8,-9.018,1,0.0599,0.0799,0.142,0.969,0.775,80.703,0
2008,4,0,0.6,0.655,4,-8.454,1,0.0273,0.357,0,0.107,0.825,155.861,0
2006,6,1,0.485,0.939,1,-4.117,1,0.0817,0.000895,2.04E-05,0.576,0.395,85.04,0
2007,2,0,0.391,0.796,2,-3.074,1,0.0338,0.352,0,0.278,0.334,175.37,0
2009,6,0,0.73,0.379,9,-9.169,0,0.0381,0.596,6.78E-05,0.0594,0.415,110.922,0
2007,9,0,0.287,0.163,2,-25.369,1,0.0463,0.289,0.8,0.0906,0.141,139.814,0
2011,1,0,0.528,0.819,4,-8.211,1,0.0389,0.00911,2.68E-05,0.322,0.757,140.055,1
2001,5,0,0.629,0.413,1,-11.683,1,0.498,0.0109,0.00044,0.244,0.848,47.226,0
2005,12,1,0.535,0.73,1,-5.574,1,0.355,0.0529,0,0.253,0.723,74.89,1
2005,10,1,0.621,0.673,2,-8.215,1,0.0438,0.0179,0.0613,0.0983,0.695,87.024,0
1999,1,0,0.71,0.87,11,-6.5,0,0.29,0.0125,0,0.0667,0.754,101.269,1
2003,11,0,0.639,0.456,6,-8.612,1,0.0391,0.141,0,0.133,0.372,81.988,1
2006,8,0,0.633,0.867,0,-4.943,1,0.0321,0.0221,0,0.12,0.758,124.051,0
2001,1,0,0.585,0.709,11,-5.604,1,0.0611,0.0111,0,0.202,0.726,183.22,1
2005,1,0,0.834,0.652,1,-7.899,0,0.18,0.000235,0.0933,0.206,0.548,95.015,1
2004,1,0,0.445,0.73,0,-3.823,1,0.0286,0.0418,1.49E-05,0.0983,0.346,77.911,1
2009,3,0,0.558,0.969,9,-5.069,1,0.0649,0.00124,0.0735,0.334,0.541,124.019,0
2005,6,0,0.521,0.633,2,-9.966,1,0.0359,0.536,0.00363,0.952,0.184,83.044,0
2010,6,1,0.619,0.972,11,-0.517,1,0.416,0.13,0,0.782,0.584,169.04,1
2008,7,0,0.353,0.813,10,-4.065,1,0.045,0.000802,1.73E-06,0.164,0.376,115.017,0
2002,9,0,0.299,0.775,0,-7.745,1,0.0529,0.00293,0.702,0.381,0.149,115.819,0
1996,7,0,0.545,0.452,4,-8.604,1,0.0248,0.595,1.29E-06,0.161,0.297,91.294,1
2015,7,0,0.298,0.0275,0,-27.565,0,0.0442,0.9,0.000117,0.176,0.0375,67.952,0
2009,6,0,0.534,0.464,0,-11.987,1,0.0268,0.797,0.54,0.0744,0.347,156.001,1
2001,9,0,0.511,0.781,9,-4.641,1,0.0426,0.00143,0,0.0826,0.424,133.575,0
2007,2,1,0.336,0.512,11,-10.912,0,0.0641,0.527,2.24E-05,0.705,0.242,86.492,0
2009,11,0,0.443,0.173,5,-13.035,1,0.0412,0.948,0.37,0.0922,0.132,119.602,0
1995,9,0,0.543,0.79,11,-5.932,1,0.0358,0.00811,0,0.238,0.339,80.923,1
1990,1,0,0.528,0.354,2,-18.476,1,0.0307,0.0577,0.225,0.0929,0.226,59.883,0
2009,1,0,0.667,0.593,2,-5.559,1,0.0251,0.792,0,0.281,0.495,82.023,0
2008,1,0,0.95,0.564,3,-6.515,0,0.0653,0.0052,0.00544,0.311,0.655,101.771,0
2009,1,0,0.75,0.511,9,-6.73,1,0.209,0.0863,6.76E-06,0.0938,0.395,60.009,1
2003,4,0,0.502,0.94,7,-5.178,1,0.084,0.000413,0.542,0.553,0.144,119.762,1
2007,1,1,0.549,0.54,9,-5.76,1,0.027,0.0399,0,0.0688,0.361,139.714,1
2006,5,0,0.63,0.768,4,-6.048,0,0.0739,0.000149,0.815,0.698,0.594,94.018,0
2001,10,1,0.578,0.841,1,-3.925,0,0.0345,0.0417,0,0.0638,0.458,88.123,0
2009,3,0,0.668,0.942,1,-5.945,1,0.0927,0.0246,0.895,0.0721,0.0336,105.206,0
2005,1,0,0.886,0.367,4,-6.485,1,0.0592,0.064,0,0.111,0.649,99.936,0
1990,6,1,0.685,0.819,1,-8.686,0,0.0405,0.206,2.23E-06,0.0251,0.937,109.855,0
2006,1,0,0.787,0.591,8,-14.08,0,0.041,0.225,0.802,0.073,0.607,90.551,0
2003,5,1,0.407,0.896,6,-2.935,1,0.063,0.012,0,0.196,0.156,138.697,1
2006,6,0,0.715,0.689,4,-6.131,1,0.0612,0.0148,7.13E-06,0.119,0.89,105.014,0
2007,1,1,0.58,0.911,1,-3.467,1,0.0634,0.00838,0,0.241,0.433,126.046,1
2000,5,0,0.81,0.871,4,-2.672,0,0.241,0.13,0,0.313,0.299,87.328,0
2012,8,0,0.621,0.251,2,-13.081,1,0.0334,0.711,0,0.134,0.863,143.098,0
1991,11,0,0.914,0.528,3,-9.114,1,0.0508,0.499,4.38E-06,0.0454,0.898,107.557,1
1996,1,0,0.5,0.803,9,-7.19,1,0.0293,5.61E-05,0.244,0.0772,0.533,92.963,0
1997,1,0,0.542,0.745,2,-6.769,1,0.0344,0.00112,0.0043,0.235,0.444,76.929,0
2002,1,0,0.067,0.159,2,-17.936,1,0.0379,0.726,0.871,0.125,0.036,72.652,0
1997,9,1,0.721,0.538,10,-8.281,0,0.388,0.0184,0.000317,0.119,0.393,86.927,0
1994,6,1,0.814,0.537,1,-10.198,1,0.0691,0.0464,0.000319,0.0928,0.556,104.21,1
1998,4,0,0.351,0.738,4,-4.309,0,0.038,0.0797,5.21E-05,0.0829,0.475,138.025,1
2010,1,0,0.47,0.794,1,-5.784,1,0.0438,0.16,0,0.0927,0.673,159.983,1
2008,2,0,0.485,0.611,0,0.316,1,0.106,0.00114,0.879,0.144,0.459,138.246,0
1993,8,0,0.555,0.86,2,-5.965,0,0.038,0.0386,0,0.325,0.468,108.594,1
2010,12,0,0.496,0.625,7,-5.589,1,0.255,0.167,0.674,0.417,0.74,183.386,0
2008,11,1,0.618,0.674,2,-5.675,1,0.0276,0.115,0,0.0832,0.8,79.985,1
2004,10,0,0.733,0.67,10,-3.532,0,0.132,0.119,0,0.442,0.763,86.983,0
2007,1,0,0.608,0.73,9,-5.561,0,0.293,0.0528,0,0.0817,0.721,84.942,0
2016,6,1,0.613,0.417,5,-11.639,0,0.291,0.294,0,0.227,0.9,82.82,0
2007,1,1,0.678,0.847,0,-5.825,1,0.0519,0.0219,0.0329,0.373,0.601,122.287,1
2007,1,0,0.155,0.529,6,-13.549,1,0.0794,0.579,0.929,0.146,0.0594,78.799,0
2001,10,0,0.74,0.581,9,-8.211,1,0.0309,0.536,0,0.08,0.562,120.164,0
2008,6,1,0.204,0.906,11,-9.925,0,0.373,0.0693,1.85E-05,0.521,0.187,178.226,0
2007,8,1,0.39,0.879,4,-4.352,1,0.0813,0.0403,7.03E-06,0.376,0.616,206.072,1
2009,11,1,0.426,0.792,9,-4.709,1,0.0374,0.000495,5.10E-06,0.142,0.557,161.994,1
2008,10,1,0.507,0.875,7,-7.697,1,0.0389,0.00257,0,0.346,0.647,160.079,1
1992,1,0,0.566,0.824,4,-5.278,1,0.0378,0.0476,0.000107,0.0929,0.574,143.102,1
2009,6,0,0.301,0.96,10,-6.003,0,0.158,0.00197,6.99E-05,0.0735,0.408,155.283,0
1992,8,0,0.618,0.749,6,-9.841,1,0.0803,0.00187,9.51E-05,0.213,0.669,120.099,1
2009,10,0,0.181,0.94,10,-7.737,0,0.101,0.000459,0.24,0.315,0.17,180.034,0
2005,6,1,0.713,0.296,5,-12.928,1,0.0303,0.585,0.784,0.0911,0.183,110.696,0
2007,10,0,0.321,0.866,7,-6.448,1,0.0513,0.000105,0.00309,0.0966,0.612,132.852,0
2009,1,1,0.425,0.596,2,-5.909,1,0.0356,0.407,0,0.147,0.214,145.977,1
2007,11,0,0.245,0.856,11,-4.976,1,0.0558,0.129,0.886,0.0893,0.446,147.294,0
1997,9,0,0.735,0.441,1,-8.412,0,0.0407,0.0972,0,0.0967,0.591,108.015,1
2003,1,0,0.227,0.853,6,-3.424,0,0.0949,0.00364,0.000106,0.665,0.419,169.51,0
2005,10,0,0.524,0.816,11,-3.49,0,0.0308,0.00044,0,0.0777,0.252,116.026,1
2008,1,0,0.727,0.798,4,-2.408,0,0.0714,0.0827,0,0.38,0.832,123.985,0
2008,5,0,0.409,0.608,6,-8.533,0,0.0723,0.0044,0.903,0.0956,0.387,164.01,0
2005,4,0,0.417,0.0272,1,-21.71,0,0.0473,0.985,0.912,0.109,0.227,86.127,0
1992,1,0,0.52,0.634,5,-8.768,1,0.0275,0.133,0,0.29,0.478,197.315,1
1996,1,1,0.531,0.812,7,-7.484,1,0.0365,0.0866,0.739,0.283,0.481,122.526,1
2006,1,0,0.684,0.97,7,-4.699,1,0.123,0.00821,4.26E-05,0.0569,0.507,112.713,0
1994,2,0,0.774,0.456,1,-16.027,1,0.326,0.137,6.88E-05,0.109,0.642,97.109,1
2007,10,0,0.438,0.974,5,-5.598,1,0.0544,1.84E-05,0.842,0.0603,0.217,173.99,0
2018,8,1,0.844,0.457,8,-6.859,1,0.0422,0.37,4.88E-06,0.0768,0.594,90.022,1
1993,8,1,0.678,0.552,2,-9.912,1,0.0342,0.117,2.38E-05,0.0552,0.838,80.833,1
2007,9,0,0.721,0.536,5,-12.999,1,0.0291,0.0863,0,0.191,0.735,129.044,0
1995,8,0,0.537,0.828,7,-8.58,1,0.0339,0.00411,0.031,0.139,0.391,150.016,0
2005,7,0,0.788,0.714,1,-9.249,1,0.0975,0.00348,0.679,0.322,0.476,135.038,0
2005,6,0,0.23,0.94,5,-4.774,1,0.0871,0.00017,1.15E-05,0.784,0.299,90.901,0
2006,1,0,0.359,0.903,2,-3.413,1,0.148,0.00338,0,0.637,0.468,169.842,0
2008,4,0,0.538,0.897,5,-6.721,1,0.0453,0.147,0.000516,0.104,0.385,156.977,0
2004,1,0,0.907,0.699,10,-6.724,0,0.297,0.256,1.09E-05,0.343,0.68,108,0
2004,11,1,0.759,0.891,11,-2.983,1,0.257,0.0298,0,0.141,0.587,98.579,1
2014,6,1,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,1
2007,3,0,0.366,0.467,10,-7.853,1,0.0355,0.78,1.61E-05,0.106,0.0763,129.914,0
2011,11,1,0.447,0.779,7,-8.57,1,0.139,0.00102,0.418,0.845,0.328,148.098,0
2018,8,1,0.929,0.593,8,-5.925,1,0.279,0.0325,2.11E-05,0.273,0.67,108.862,1
2005,2,0,0.454,0.915,0,-6.188,1,0.0507,0.00019,0.000458,0.685,0.766,143.899,0
2017,3,1,0.549,0.696,8,-5.845,0,0.284,0.241,0,0.413,0.889,73.932,0
1991,1,0,0.752,0.931,1,-7.163,1,0.0527,0.117,0,0.364,0.937,132.954,1
1997,1,1,0.642,0.45,8,-9.53,1,0.0382,0.452,0.00152,0.107,0.187,160.651,1
2018,2,0,0.589,0.128,1,-22.509,1,0.542,0.387,0,0.382,0.159,95.29,0
2009,1,1,0.475,0.393,11,-7.628,0,0.029,0.749,0.000409,0.122,0.315,132.128,1
1992,8,0,0.744,0.819,7,-10.303,1,0.0546,0.0259,0.00229,0.178,0.87,120.355,1
1999,3,0,0.799,0.372,0,-10.31,1,0.0449,0.252,0,0.14,0.495,111.271,1
2003,10,0,0.426,0.94,7,-3.973,1,0.0337,6.70E-05,0.883,0.0772,0.595,139.952,0
2008,1,0,0.747,0.983,5,-3.883,0,0.181,0.112,0,0.706,0.553,114.993,1
2000,10,0,0.693,0.875,7,-8.354,0,0.0315,0.00971,0,0.0601,0.901,120.048,1
2010,2,0,0.617,0.793,6,-4.383,1,0.0342,0.0743,4.97E-06,0.209,0.793,92.173,0
2017,3,0,0.761,0.537,8,-8.139,0,0.272,0.0241,0,0.119,0.555,92.02,0
2009,1,0,0.168,0.115,8,-27.588,1,0.0402,0.651,0.815,0.0986,0.0341,108.728,0
2003,6,0,0.459,0.999,2,-2.257,1,0.155,0.00173,0,0.282,0.15,115.822,0
2003,4,0,0.643,0.348,6,-12.417,1,0.0283,0.752,0.0099,0.112,0.597,82.501,0
1990,1,0,0.91,0.524,7,-12.427,1,0.0936,0.0186,0.0911,0.0734,0.564,120.6,0
2017,5,0,0.661,0.528,2,-13.164,1,0.0435,0.818,0.501,0.22,0.968,120.72,0
2008,4,0,0.599,0.199,1,-15.699,0,0.127,0.965,0.924,0.0643,0.667,146.451,0
2008,10,0,0.439,0.908,4,-4.08,1,0.0649,0.0196,0.0054,0.137,0.351,140.018,1
2007,4,0,0.184,0.949,10,-4.223,1,0.115,1.18E-05,0.125,0.145,0.0697,111.152,0
2002,1,0,0.54,0.691,7,-5.888,1,0.0306,7.78E-05,0.331,0.0413,0.367,127.946,1
2006,1,0,0.62,0.99,0,-7.979,1,0.0427,0.0243,0.00052,0.16,0.685,141.004,0
2003,9,0,0.454,0.708,3,-5.601,1,0.0276,0.00527,0.705,0.112,0.126,93.961,0
2004,1,1,0.789,0.933,9,-1.606,1,0.0425,0.0202,0,0.865,0.917,126.224,1
2008,1,0,0.509,0.389,8,-9.223,1,0.0448,0.488,0.000187,0.138,0.424,147.308,0
2010,8,0,0.734,0.659,1,-5.191,1,0.0711,0.0983,0,0.252,0.388,116.485,1
2012,5,0,0.433,0.745,3,-7.048,1,0.112,0.718,0.00369,0.535,0.517,118.84,0
2004,10,0,0.623,0.98,1,-3.731,1,0.0916,0.00129,0.791,0.352,0.296,100.013,0
2000,10,0,0.647,0.874,9,-5.075,0,0.0337,0.101,1.79E-05,0.277,0.918,89.727,1
2005,1,0,0.583,0.779,11,-4.59,1,0.299,0.14,0,0.656,0.63,91.168,0
2000,1,0,0.799,0.464,10,-9.789,1,0.118,0.332,0.006,0.086,0.432,87.901,1
2005,6,0,0.374,0.946,2,-2.276,1,0.0499,0.00154,3.82E-06,0.211,0.307,150.312,0
2007,4,0,0.382,0.688,9,-12.569,1,0.0419,0.268,0.0928,0.184,0.207,121.352,0
1997,1,1,0.612,0.694,0,-8.277,1,0.026,0.00142,0.0012,0.0749,0.551,115.53,1
2000,4,1,0.929,0.728,1,-5.524,1,0.102,0.344,0,0.055,0.961,130.076,1
2002,1,0,0.297,0.969,2,-4.306,1,0.063,0.00123,0.000305,0.168,0.53,176.366,0
1998,1,0,0.791,0.312,0,-8.735,1,0.0431,0.22,0,0.188,0.389,117.578,1
2005,1,0,0.303,0.0635,0,-25.041,1,0.0396,0.918,0.872,0.0708,0.187,114.523,0
2006,1,0,0.533,0.981,8,-3.989,0,0.114,0.00149,2.67E-05,0.252,0.39,94.884,0
2006,3,0,0.518,0.684,7,-8.336,1,0.0377,0.000476,0.248,0.0325,0.565,118.059,0
2007,1,0,0.739,0.836,4,-4.433,1,0.0307,0.031,0,0.494,0.858,120.001,1
2008,1,1,0.683,0.664,2,-4.813,0,0.0581,0.611,0,0.234,0.725,111.491,1
2004,6,0,0.663,0.954,8,-7.929,0,0.0493,0.00125,0.878,0.123,0.424,138.998,0
2000,1,0,0.196,0.231,7,-13.288,1,0.0385,0.758,0.102,0.124,0.0365,97.519,0
1994,6,1,0.38,0.354,7,-10.902,1,0.0322,0.588,2.71E-06,0.0661,0.207,169.426,0
2009,6,1,0.487,0.938,4,-5.466,1,0.0533,0.0721,2.63E-05,0.522,0.733,157.795,1
2009,1,0,0.44,0.95,1,-3.639,1,0.0533,9.27E-06,0.0077,0.112,0.323,108.023,0
2014,5,1,0.659,0.918,11,-3.868,1,0.301,0.0377,0,0.298,0.66,96.628,0
2011,1,0,0.304,0.147,3,-16.031,1,0.0313,0.924,0.00846,0.232,0.159,79.89,0
2002,1,1,0.343,0.736,7,-5.395,1,0.0399,0.00243,2.42E-06,0.119,0.532,178.317,0
2018,9,0,0.874,0.346,11,-18.397,0,0.126,0.000865,0,0.0697,0.879,133.489,0
2008,4,0,0.341,0.22,2,-11.513,1,0.0299,0.789,0.592,0.161,0.204,97.454,0
2000,4,0,0.685,0.922,11,-2.036,0,0.689,0.671,0,0.254,0.88,92.57,0
2004,8,0,0.624,0.678,9,-7.301,1,0.044,0.102,0.0579,0.0864,0.396,91.046,0
2006,5,0,0.251,0.879,10,-3.896,1,0.0821,0.021,0.000616,0.164,0.468,144.56,0
2006,4,0,0.394,0.744,5,-5.465,0,0.276,0.00175,0,0.308,0.772,78.696,0
2012,10,1,0.523,0.668,8,-6.646,1,0.0332,0.0607,3.23E-06,0.0353,0.278,128.092,1
2006,1,0,0.624,0.601,0,-9.767,1,0.05,0.178,0.00324,0.201,0.52,90.002,0
2018,11,0,0.579,0.566,8,-9.893,1,0.0274,0.173,0.477,0.127,0.372,97.973,0
1991,11,1,0.674,0.659,8,-8.049,1,0.0277,0.00156,0.00765,0.108,0.697,99.768,1
2006,1,0,0.736,0.624,2,-6.899,0,0.164,0.0482,0,0.0892,0.819,111.126,0
2006,6,0,0.492,0.957,5,-3.952,1,0.0782,4.15E-05,0,0.0666,0.399,127.959,0
2005,3,0,0.588,0.702,3,-5.295,1,0.0269,0.316,0,0.189,0.597,106.052,1
2009,4,0,0.752,0.613,9,-10.618,1,0.0292,0.396,0.0199,0.246,0.843,131.468,0
1998,1,0,0.706,0.679,8,-5.565,1,0.0333,0.629,0,0.165,0.898,139.84,1
2002,1,0,0.637,0.655,8,-6.576,1,0.283,0.534,8.12E-06,0.142,0.739,92.644,1
2015,6,1,0.554,0.815,7,-7.954,1,0.0256,0.133,0,0.0778,0.618,99.333,1
2001,1,0,0.84,0.368,0,-8.775,1,0.0507,0.0369,0.784,0.0749,0.725,92.018,0
2006,2,0,0.69,0.761,11,-6.866,1,0.0442,0.0159,0,0.342,0.774,117.961,0
2004,1,0,0.69,0.868,9,-8.944,0,0.0389,0.0913,0.271,0.133,0.657,119.49,0
2009,3,0,0.728,0.89,4,-7.888,0,0.0403,0.549,0.00506,0.899,0.818,109.915,0
2009,1,1,0.425,0.596,2,-5.909,1,0.0356,0.407,0,0.147,0.214,145.977,1
1997,6,0,0.678,0.512,6,-8.783,1,0.0376,0.202,2.67E-06,0.261,0.675,78.044,0
2009,11,0,0.744,0.642,2,-6.148,1,0.344,0.199,0.000118,0.301,0.599,178.836,0
2004,6,0,0.489,0.92,8,-5.066,0,0.349,0.0269,0.132,0.152,0.734,100.935,0
1994,8,0,0.591,0.574,5,-8.276,0,0.0269,0.228,1.43E-05,0.0794,0.229,131.495,1
2012,4,0,0.498,0.93,9,-5.977,1,0.0371,0.000204,2.69E-05,0.145,0.757,80.575,1
2015,3,0,0.661,0.54,4,-12.85,1,0.0434,0.977,0.75,0.257,0.826,150.207,0
1999,1,0,0.551,0.845,4,-6.252,1,0.0401,0.0332,0,0.393,0.829,91.01,1
2007,1,0,0.599,0.942,0,-5.196,1,0.155,0.0118,0,0.327,0.334,105.144,1
2003,11,0,0.578,0.54,7,-6.123,1,0.0418,0.346,0.00286,0.0876,0.233,82.466,0
2001,1,1,0.628,0.566,4,-7.23,1,0.0224,0.602,0.000216,0.202,0.501,97.998,1
1991,9,1,0.282,0.656,8,-6.557,1,0.0302,0.0105,0,0.0892,0.242,139.352,1
2000,1,1,0.531,0.653,4,-4.866,1,0.024,0.351,9.70E-05,0.117,0.331,158.498,1
2007,9,0,0.462,0.779,1,-7.996,1,0.0369,0.0299,0.744,0.125,0.395,147.844,0
2010,2,1,0.322,0.287,0,-12.994,1,0.0302,0.927,0.574,0.69,0.216,138.012,0
2015,8,0,0.411,0.89,3,-2.898,0,0.357,0.0715,0,0.479,0.57,176.159,0
2009,5,0,0.558,0.814,7,-6.757,0,0.0739,0.000394,0,0.0255,0.855,142,0
2006,1,0,0.697,0.787,11,-6.946,1,0.027,0.369,0.803,0.302,0.937,101.99,0
2001,9,0,0.562,0.92,2,-4.954,1,0.0426,7.62E-05,2.34E-06,0.244,0.538,139.795,0
2010,1,1,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87E-06,0.189,0.658,121.07,1
2006,1,1,0.661,0.959,7,-4.439,1,0.0408,0.0539,1.74E-05,0.381,0.96,116.284,1
2007,10,0,0.58,0.581,5,-12.557,0,0.0372,0.104,0.821,0.578,0.271,89.997,0
1998,11,0,0.721,0.492,0,-13.891,1,0.0491,0.193,0.887,0.0895,0.152,90.148,0
1993,7,1,0.65,0.499,11,-8.818,1,0.0291,0.52,0,0.225,0.359,123.775,0
2005,1,1,0.592,0.818,5,-3.33,0,0.0643,0.0034,0.000649,0.622,0.926,191.917,1
2006,1,0,0.42,0.968,9,-2.353,0,0.123,0.000232,0,0.0796,0.392,171.004,1
2005,1,0,0.406,0.895,2,-5.282,0,0.0563,0.000429,3.25E-05,0.12,0.278,150.326,0
2004,10,0,0.618,0.75,0,-3.523,1,0.0241,0.0228,0.00101,0.0634,0.338,98.206,1
2005,2,0,0.65,0.954,5,-7.559,1,0.0581,0.103,0.745,0.0903,0.902,105.066,0
2008,8,0,0.484,0.386,2,-11.991,0,0.0313,0.62,0.145,0.509,0.096,89.953,0
1991,1,0,0.481,0.467,6,-10.442,0,0.0292,0.134,1.94E-05,0.13,0.115,81.054,1
2007,1,0,0.617,0.601,11,-3.968,1,0.0459,0.239,0,0.425,0.384,119.975,0
2005,4,0,0.602,0.606,9,-10.224,1,0.101,0.319,0.00102,0.361,0.53,139.877,0
2002,2,0,0.551,0.85,7,-5.616,0,0.0524,0.0136,0.0586,0.25,0.789,113.914,0
1998,11,1,0.659,0.893,1,-8.324,1,0.076,0.0211,0.308,0.72,0.756,98.262,1
2002,6,0,0.413,0.393,0,-7.638,1,0.0402,0.415,0,0.253,0.237,130.176,0
